segment_id,speaker_id,accent,source_speaker_code,source_speaker_number,source_speaker_sex,half,utt_interval_index,start_seconds,end_seconds,duration_seconds,sentence_raw,sentence_normalized,corpus_role,test_actual_talker,is_actual_test_talker,behavior_item_id,in_experiment_audio,word_interval_count,phone_interval_count,source_wav_relpath,source_textgrid_relpath
B23-BRP-HT2-utt112,B23.BRP.BRP,BRP,PBR,006,M,HT2,112,101.923,103.80199999999999,1.8789999999999907,THE GIRL PLAYED WITH THE BABY,THE GIRL PLAYED WITH THE BABY,counterfactual_test,B23.FAR.FAR,false,B23.FAR.FAR.S9215,false,8,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt114,B23.BRP.BRP,BRP,PBR,006,M,HT2,114,103.986,105.74600000000001,1.7600000000000051,THE COW IS MILKED EVERY DAY,THE COW IS MILKED EVERY DAY,training_sentence,,false,,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt116,B23.BRP.BRP,BRP,PBR,006,M,HT2,116,105.915,107.394,1.4789999999999992,THEY CALLED AN AMBULANCE,THEY CALLED AN AMBULANCE,training_sentence,,false,,true,4,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt118,B23.BRP.BRP,BRP,PBR,006,M,HT2,118,107.44800000000001,108.73700000000001,1.2890000000000015,THEY ARE DRINKING COFFEE,THEY ARE DRINKING COFFEE,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S1573,false,4,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-BRP-HT2-utt120,B23.BRP.BRP,BRP,PBR,006,M,HT2,120,108.77900000000001,110.099,1.3199999999999932,HE CLIMBED UP THE LADDER,HE CLIMBED UP THE LADDER,training_sentence,,false,,true,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_006_M_PBR_ENG_HT2.TextGrid
B23-FAR-HT1-utt002,B23.FAR.FAR,FAR,FAR,046,F,HT1,2,0.033,1.502,1.469,A BOY FELL FROM A WINDOW,A BOY FELL FROM A WINDOW,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S5527,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt004,B23.FAR.FAR,FAR,FAR,046,F,HT1,4,1.665,3.636,1.971,THE WIFE HELPED HER HUSBAND,THE WIFE HELPED HER HUSBAND,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt006,B23.FAR.FAR,FAR,FAR,046,F,HT1,6,3.785,5.3950000000000005,1.6100000000000003,BIG DOGS CAN BE DANGEROUS,BIG DOGS CAN BE DANGEROUS,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S4862,false,6,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt008,B23.FAR.FAR,FAR,FAR,046,F,HT1,8,5.534,7.003,1.4690000000000003,THE SHOES WERE VERY DIRTY,THE SHOES WERE VERY DIRTY,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S6509,false,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt010,B23.FAR.FAR,FAR,FAR,046,F,HT1,10,7.098,8.677999999999999,1.5799999999999992,THE PLAYER LOST A SHOE,THE PLAYER LOST A SHOE,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S8247,false,5,13,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt012,B23.FAR.FAR,FAR,FAR,046,F,HT1,12,8.885,10.375,1.4900000000000002,SOMEBODY STOLE THE MONEY,SOMEBODY STOLE THE MONEY,training_sentence,,false,,true,4,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt014,B23.FAR.FAR,FAR,FAR,046,F,HT1,14,10.418,11.927,1.5090000000000003,THE FIRE WAS VERY HOT,THE FIRE WAS VERY HOT,training_sentence,,false,,true,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt016,B23.FAR.FAR,FAR,FAR,046,F,HT1,16,12.272999999999998,14.201999999999998,1.9290000000000003,SHE'S DRINKING FROM HER OWN CUP,SHE'S DRINKING FROM HER OWN CUP,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S7149,false,8,23,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt018,B23.FAR.FAR,FAR,FAR,046,F,HT1,18,14.725999999999999,16.365,1.6389999999999993,THE PICTURE CAME FROM A BOOK,THE PICTURE CAME FROM A BOOK,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S2227,false,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt020,B23.FAR.FAR,FAR,FAR,046,F,HT1,20,16.49,18.248999999999995,1.7589999999999968,THE CAR IS GOING TOO FAST,THE CAR IS GOING TOO FAST,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S0754,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt022,B23.FAR.FAR,FAR,FAR,046,F,HT1,22,18.491999999999997,20.642999999999997,2.151,THE PAINT DRIPPED ON THE GROUND,THE PAINT DRIPPED ON THE GROUND,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S8954,false,8,22,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt024,B23.FAR.FAR,FAR,FAR,046,F,HT1,24,20.784,22.583999999999996,1.7999999999999972,THE TOWEL FELL ON THE FLOOR,THE TOWEL FELL ON THE FLOOR,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S7585,false,8,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt026,B23.FAR.FAR,FAR,FAR,046,F,HT1,26,22.877,24.566999999999997,1.6899999999999977,THE FAMILY LIKES FISH,THE FAMILY LIKES FISH,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt028,B23.FAR.FAR,FAR,FAR,046,F,HT1,28,24.755,26.453999999999997,1.698999999999998,THE BANANAS ARE TOO RIPE,THE BANANAS ARE TOO RIPE,training_sentence,,false,,true,7,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt030,B23.FAR.FAR,FAR,FAR,046,F,HT1,30,26.799,28.799,2.0,HE GREW LOTS OF VEGETABLES,HE GREW LOTS OF VEGETABLES,training_sentence,,false,,true,5,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt032,B23.FAR.FAR,FAR,FAR,046,F,HT1,32,28.968999999999998,30.808999999999997,1.8399999999999999,SHE ARGUES WITH HER SISTER,SHE ARGUES WITH HER SISTER,training_sentence,,false,,true,5,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt034,B23.FAR.FAR,FAR,FAR,046,F,HT1,34,31.014,33.284,2.2699999999999996,THE KITCHEN WINDOW WAS CLEAN,THE KITCHEN WINDOW WAS CLEAN,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S7645,true,6,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt036,B23.FAR.FAR,FAR,FAR,046,F,HT1,36,33.370999999999995,35.08,1.7090000000000032,HE HUNG UP HIS RAINCOAT,HE HUNG UP HIS RAINCOAT,training_sentence,,false,,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt038,B23.FAR.FAR,FAR,FAR,046,F,HT1,38,35.41,37.099,1.689,THE MAILMAN BROUGHT A LETTER,THE MAILMAN BROUGHT A LETTER,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S9841,false,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt040,B23.FAR.FAR,FAR,FAR,046,F,HT1,40,37.31699999999999,39.086999999999996,1.7700000000000031,THE MOTHER HEARD THE BABY,THE MOTHER HEARD THE BABY,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S7540,false,6,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt042,B23.FAR.FAR,FAR,FAR,046,F,HT1,42,39.217,41.288,2.070999999999998,SHE FOUND HER PURSE IN THE TRASH,SHE FOUND HER PURSE IN THE TRASH,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S9445,false,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt044,B23.FAR.FAR,FAR,FAR,046,F,HT1,44,41.376999999999995,43.135999999999996,1.7590000000000003,THE TABLE HAS THREE LEGS,THE TABLE HAS THREE LEGS,training_sentence,,false,,true,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt046,B23.FAR.FAR,FAR,FAR,046,F,HT1,46,43.266,45.656,2.3900000000000006,THE CHILDREN WAVED AT THE TRAIN,THE CHILDREN WAVED AT THE TRAIN,training_sentence,,false,,true,8,23,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt048,B23.FAR.FAR,FAR,FAR,046,F,HT1,48,45.765,47.106,1.341000000000001,HER COAT IS ON A CHAIR,HER COAT IS ON A CHAIR,training_sentence,,false,,true,7,14,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt050,B23.FAR.FAR,FAR,FAR,046,F,HT1,50,47.166,49.105,1.939,THE GIRL IS FIXING HER DRESS,THE GIRL IS FIXING HER DRESS,training_sentence,,false,,true,6,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt052,B23.FAR.FAR,FAR,FAR,046,F,HT1,52,49.125,50.425000000000004,1.3000000000000043,IT'S TIME TO GO TO BED,IT'S TIME TO GO TO BED,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S5774,false,7,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt054,B23.FAR.FAR,FAR,FAR,046,F,HT1,54,50.609,52.23800000000001,1.6290000000000049,MOTHER READ THE INSTRUCTIONS,MOTHER READ THE INSTRUCTIONS,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S5714,false,4,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt056,B23.FAR.FAR,FAR,FAR,046,F,HT1,56,52.281000000000006,53.871,1.5899999999999963,THE DOG IS EATING SOME MEAT,THE DOG IS EATING SOME MEAT,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S5292,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt058,B23.FAR.FAR,FAR,FAR,046,F,HT1,58,54.091,55.901,1.8100000000000023,FATHER FORGOT THE BREAD,FATHER FORGOT THE BREAD,training_sentence,,false,,true,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt060,B23.FAR.FAR,FAR,FAR,046,F,HT1,60,55.938,57.837,1.899000000000001,THE ROAD GOES UP A HILL,THE ROAD GOES UP A HILL,training_sentence,,false,,true,9,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt062,B23.FAR.FAR,FAR,FAR,046,F,HT1,62,57.949000000000005,59.838,1.8889999999999958,THE PAINTER USES A BRUSH,THE PAINTER USES A BRUSH,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S2669,false,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt064,B23.FAR.FAR,FAR,FAR,046,F,HT1,64,59.903,61.882,1.9789999999999992,THE FAMILY BOUGHT A HOUSE,THE FAMILY BOUGHT A HOUSE,training_sentence,,false,,true,5,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt066,B23.FAR.FAR,FAR,FAR,046,F,HT1,66,61.962,64.212,2.25,SWIMMERS CAN HOLD THEIR BREATH,SWIMMERS CAN HOLD THEIR BREATH,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S0812,false,7,22,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt068,B23.FAR.FAR,FAR,FAR,046,F,HT1,68,64.409,66.519,2.1099999999999994,SHE CUT THE STEAK WITH HER KNIFE,SHE CUT THE STEAK WITH HER KNIFE,training_sentence,,false,,true,9,21,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt070,B23.FAR.FAR,FAR,FAR,046,F,HT1,70,66.626,68.295,1.668999999999997,THEY'RE PUSHING AN OLD CAR,THEY'RE PUSHING AN OLD CAR,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S0101,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt072,B23.FAR.FAR,FAR,FAR,046,F,HT1,72,68.421,69.771,1.3499999999999943,THE FOOD IS EXPENSIVE,THE FOOD IS EXPENSIVE,training_sentence,,false,,true,4,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt074,B23.FAR.FAR,FAR,FAR,046,F,HT1,74,69.96000000000001,71.69900000000001,1.7390000000000043,THE CHILDREN ARE WALKING HOME,THE CHILDREN ARE WALKING HOME,training_sentence,,false,,true,5,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt076,B23.FAR.FAR,FAR,FAR,046,F,HT1,76,71.85300000000001,73.432,1.5789999999999935,THEY HAD TWO EMPTY BOTTLES,THEY HAD TWO EMPTY BOTTLES,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S2368,false,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt078,B23.FAR.FAR,FAR,FAR,046,F,HT1,78,73.718,75.467,1.7489999999999952,MILK COMES IN A CARTON,MILK COMES IN A CARTON,training_sentence,,false,,true,6,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt080,B23.FAR.FAR,FAR,FAR,046,F,HT1,80,75.637,77.38600000000001,1.7490000000000094,THE DOG SLEEPS IN A BASKET,THE DOG SLEEPS IN A BASKET,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S0195,false,6,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt082,B23.FAR.FAR,FAR,FAR,046,F,HT1,82,77.701,79.511,1.8100000000000023,THE HOUSE HAD NINE BEDROOMS,THE HOUSE HAD NINE BEDROOMS,training_sentence,,false,,true,5,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt084,B23.FAR.FAR,FAR,FAR,046,F,HT1,84,79.65299999999999,81.743,2.0900000000000034,THEY'RE SHOPPING FOR SCHOOL CLOTHES,THEY'RE SHOPPING FOR SCHOOL CLOTHES,training_sentence,,false,,true,6,21,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt086,B23.FAR.FAR,FAR,FAR,046,F,HT1,86,81.857,83.28599999999999,1.4289999999999878,THEY'RE PLAYING IN THE PARK,THEY'RE PLAYING IN THE PARK,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S9275,false,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt088,B23.FAR.FAR,FAR,FAR,046,F,HT1,88,83.563,85.15299999999999,1.5899999999999892,RAIN IS GOOD FOR TREES,RAIN IS GOOD FOR TREES,training_sentence,,false,,true,8,18,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt090,B23.FAR.FAR,FAR,FAR,046,F,HT1,90,85.225,87.145,1.9200000000000017,THEY SAT ON A WOODEN BENCH,THEY SAT ON A WOODEN BENCH,training_sentence,,false,,true,6,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt092,B23.FAR.FAR,FAR,FAR,046,F,HT1,92,87.324,89.794,2.469999999999999,THE CHILD DRANK SOME FRESH MILK,THE CHILD DRANK SOME FRESH MILK,training_sentence,,false,,true,8,24,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt094,B23.FAR.FAR,FAR,FAR,046,F,HT1,94,90.173,92.123,1.9500000000000028,THE BABY SLEPT ALL NIGHT,THE BABY SLEPT ALL NIGHT,counterfactual_test,B23.TUR.TUR,false,B23.TUR.TUR.S2189,false,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt096,B23.FAR.FAR,FAR,FAR,046,F,HT1,96,92.499,94.249,1.75,THE SALT SHAKER IS EMPTY,THE SALT SHAKER IS EMPTY,actual_test,B23.FAR.FAR,true,B23.FAR.FAR.S1186,true,5,16,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt098,B23.FAR.FAR,FAR,FAR,046,F,HT1,98,94.324,96.01299999999999,1.688999999999993,THE POLICEMAN KNOWS THE WAY,THE POLICEMAN KNOWS THE WAY,counterfactual_test,B23.SPA.SPA,false,B23.SPA.SPA.S1886,false,5,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt100,B23.FAR.FAR,FAR,FAR,046,F,HT1,100,96.181,97.75099999999999,1.5699999999999932,THE BUCKETS FILL UP QUICKLY,THE BUCKETS FILL UP QUICKLY,counterfactual_test,B23.BRP.BRP,false,B23.BRP.BRP.S7985,false,6,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt102,B23.FAR.FAR,FAR,FAR,046,F,HT1,102,97.913,99.63199999999999,1.718999999999994,THE BOY IS RUNNING AWAY,THE BOY IS RUNNING AWAY,training_sentence,,false,,true,6,15,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt104,B23.FAR.FAR,FAR,FAR,046,F,HT1,104,99.868,101.777,1.909000000000006,A TOWEL IS NEAR THE SINK,A TOWEL IS NEAR THE SINK,training_sentence,,false,,true,8,17,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt106,B23.FAR.FAR,FAR,FAR,046,F,HT1,106,102.073,103.67299999999999,1.5999999999999943,FLOWERS CAN GROW IN THE POT,FLOWERS CAN GROW IN THE POT,training_sentence,,false,,true,7,19,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
B23-FAR-HT1-utt108,B23.FAR.FAR,FAR,FAR,046,F,HT1,108,104.05199999999999,106.00099999999999,1.948999999999998,HE'S SKATING WITH HIS FRIEND,HE'S SKATING WITH HIS FRIEND,training_sentence,,false,,true,5,20,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.wav,data/raw_data/bradlow_bassard_paller23/sound_stimuli/ALL_046_F_FAR_ENG_HT1.TextGrid
