dataset_id,feature_key,scope,fold,model_id,n_rows,predictor_oof_total_trials,predictor_oof_total_log_loss,M_predictor,layer,measure,variant,selection_stratum
B23,tr_14::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30818.0860883112,0.569692511245032,tr_14,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_14::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30857.996909086,0.570430288913894,tr_14,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_14::order_phoneme,oof_all,,M_predictor,10080,54096,30812.0210262484,0.569580394599386,tr_14,order_phoneme,ft,order_independent_168_participants
B23,tr_14::order_sentence,oof_all,,M_predictor,10080,54096,30754.657475215,0.568519991777859,tr_14,order_sentence,ft,order_independent_168_participants
B23,tr_14::order_word,oof_all,,M_predictor,10080,54096,30819.8938205958,0.569725928360614,tr_14,order_word,ft,order_independent_168_participants
B23,tr_14::overall,oof_all,,M_predictor,10080,54096,30760.5803965144,0.56862948085837,tr_14,overall,ft,order_independent_168_participants
B23,tr_14::within_token_phoneme,oof_all,,M_predictor,10080,54096,30853.0433073571,0.570338718340673,tr_14,within_token_phoneme,ft,order_independent_168_participants
B23,tr_14::within_token_sentence,oof_all,,M_predictor,10080,54096,30759.0657113243,0.568601480910312,tr_14,within_token_sentence,ft,order_independent_168_participants
B23,tr_14::within_token_word,oof_all,,M_predictor,10080,54096,30873.431456123,0.570715606627532,tr_14,within_token_word,ft,order_independent_168_participants
B23,tr_14::within_type_phoneme,oof_all,,M_predictor,10080,54096,30807.5442416977,0.569497638304083,tr_14,within_type_phoneme,ft,order_independent_168_participants
B23,tr_14::within_type_word,oof_all,,M_predictor,10080,54096,30862.1245094171,0.570506590310135,tr_14,within_type_word,ft,order_independent_168_participants
B23,tr_16::between_type_phoneme,oof_all,,M_predictor,10080,54096,30809.4973199733,0.569533742235531,tr_16,between_type_phoneme,ft,order_independent_168_participants
B23,tr_16::between_type_sentence,oof_all,,M_predictor,10080,54096,30812.9012940785,0.569596666926918,tr_16,between_type_sentence,ft,order_independent_168_participants
B23,tr_16::between_type_word,oof_all,,M_predictor,10080,54096,30823.6847990567,0.569796007081054,tr_16,between_type_word,ft,order_independent_168_participants
B23,tr_16::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30819.6570040651,0.569721550651898,tr_16,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_16::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30874.8881461053,0.57074253449618,tr_16,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_16::order_phoneme,oof_all,,M_predictor,10080,54096,30824.0425307854,0.569802619986421,tr_16,order_phoneme,ft,order_independent_168_participants
B23,tr_16::order_sentence,oof_all,,M_predictor,10080,54096,30795.7560937788,0.569279726667014,tr_16,order_sentence,ft,order_independent_168_participants
B23,tr_16::order_word,oof_all,,M_predictor,10080,54096,30822.4836876345,0.569773803749529,tr_16,order_word,ft,order_independent_168_participants
B23,tr_16::overall,oof_all,,M_predictor,10080,54096,30807.781093536,0.569502016665484,tr_16,overall,ft,order_independent_168_participants
B23,tr_16::within_token_phoneme,oof_all,,M_predictor,10080,54096,30793.5558398861,0.569239053532352,tr_16,within_token_phoneme,ft,order_independent_168_participants
B23,tr_16::within_token_sentence,oof_all,,M_predictor,10080,54096,30772.1803930914,0.568843914394621,tr_16,within_token_sentence,ft,order_independent_168_participants
B23,tr_16::within_token_word,oof_all,,M_predictor,10080,54096,30820.1025053256,0.56972978603456,tr_16,within_token_word,ft,order_independent_168_participants
B23,tr_16::within_type_phoneme,oof_all,,M_predictor,10080,54096,30824.5187537245,0.569811423279439,tr_16,within_type_phoneme,ft,order_independent_168_participants
B23,tr_16::within_type_word,oof_all,,M_predictor,10080,54096,30866.0279285953,0.570578747570898,tr_16,within_type_word,ft,order_independent_168_participants
B23,tr_18::between_type_phoneme,oof_all,,M_predictor,10080,54096,30805.461700957,0.569459141174154,tr_18,between_type_phoneme,ft,order_independent_168_participants
B23,tr_18::between_type_sentence,oof_all,,M_predictor,10080,54096,30783.6001206374,0.569055015539734,tr_18,between_type_sentence,ft,order_independent_168_participants
B23,tr_18::between_type_word,oof_all,,M_predictor,10080,54096,30812.7406615092,0.569593697528638,tr_18,between_type_word,ft,order_independent_168_participants
B23,tr_18::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30788.050063074,0.569137275640971,tr_18,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_18::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30837.9684375809,0.570060049496837,tr_18,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_18::order_phoneme,oof_all,,M_predictor,10080,54096,30813.9530825917,0.569616109926643,tr_18,order_phoneme,ft,order_independent_168_participants
B23,tr_18::order_sentence,oof_all,,M_predictor,10080,54096,30770.9447806268,0.568821073288723,tr_18,order_sentence,ft,order_independent_168_participants
B23,tr_18::order_word,oof_all,,M_predictor,10080,54096,30794.1600859018,0.569250223415812,tr_18,order_word,ft,order_independent_168_participants
B23,tr_18::overall,oof_all,,M_predictor,10080,54096,30818.9125203419,0.56970778838254,tr_18,overall,ft,order_independent_168_participants
B23,tr_18::within_token_phoneme,oof_all,,M_predictor,10080,54096,30816.1672538868,0.569657040333608,tr_18,within_token_phoneme,ft,order_independent_168_participants
B23,tr_18::within_token_sentence,oof_all,,M_predictor,10080,54096,30814.3636634589,0.569623699782959,tr_18,within_token_sentence,ft,order_independent_168_participants
B23,tr_18::within_token_word,oof_all,,M_predictor,10080,54096,30829.7289333627,0.569907736863403,tr_18,within_token_word,ft,order_independent_168_participants
B23,tr_18::within_type_phoneme,oof_all,,M_predictor,10080,54096,30827.4175478661,0.569865009388237,tr_18,within_type_phoneme,ft,order_independent_168_participants
B23,tr_18::within_type_word,oof_all,,M_predictor,10080,54096,30856.3537761644,0.57039991452537,tr_18,within_type_word,ft,order_independent_168_participants
B23,tr_20::between_type_phoneme,oof_all,,M_predictor,10080,54096,30808.4159666668,0.569513752711233,tr_20,between_type_phoneme,ft,order_independent_168_participants
B23,tr_20::between_type_sentence,oof_all,,M_predictor,10080,54096,30848.8952746405,0.5702620392384,tr_20,between_type_sentence,ft,order_independent_168_participants
B23,tr_20::between_type_word,oof_all,,M_predictor,10080,54096,30821.5378377219,0.569756319094238,tr_20,between_type_word,ft,order_independent_168_participants
B23,tr_20::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30846.0768882947,0.570209939520384,tr_20,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_20::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30866.6868022693,0.570590927282411,tr_20,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_20::order_phoneme,oof_all,,M_predictor,10080,54096,30789.9897666799,0.569173132332887,tr_20,order_phoneme,ft,order_independent_168_participants
B23,tr_20::order_sentence,oof_all,,M_predictor,10080,54096,30765.2442045651,0.568715694405596,tr_20,order_sentence,ft,order_independent_168_participants
B23,tr_20::order_word,oof_all,,M_predictor,10080,54096,30785.2177952288,0.569084919314345,tr_20,order_word,ft,order_independent_168_participants
B23,tr_20::overall,oof_all,,M_predictor,10080,54096,30857.0132233938,0.57041210483943,tr_20,overall,ft,order_independent_168_participants
B23,tr_20::within_token_phoneme,oof_all,,M_predictor,10080,54096,30813.2420599813,0.569602966207877,tr_20,within_token_phoneme,ft,order_independent_168_participants
B23,tr_20::within_token_sentence,oof_all,,M_predictor,10080,54096,30843.5415448321,0.570163072035495,tr_20,within_token_sentence,ft,order_independent_168_participants
B23,tr_20::within_token_word,oof_all,,M_predictor,10080,54096,30814.3068326096,0.569622649227477,tr_20,within_token_word,ft,order_independent_168_participants
B23,tr_20::within_type_phoneme,oof_all,,M_predictor,10080,54096,30844.0413001518,0.570172310339984,tr_20,within_type_phoneme,ft,order_independent_168_participants
B23,tr_20::within_type_word,oof_all,,M_predictor,10080,54096,30868.6199966195,0.570626663646471,tr_20,within_type_word,ft,order_independent_168_participants
B23,tr_22::between_type_phoneme,oof_all,,M_predictor,10080,54096,30759.9509222502,0.568617844614207,tr_22,between_type_phoneme,ft,order_independent_168_participants
B23,tr_22::between_type_sentence,oof_all,,M_predictor,10080,54096,30816.7503032328,0.569667818382742,tr_22,between_type_sentence,ft,order_independent_168_participants
B23,tr_22::between_type_word,oof_all,,M_predictor,10080,54096,30808.2468189656,0.569510625905161,tr_22,between_type_word,ft,order_independent_168_participants
B23,tr_22::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30803.1968166475,0.569417273303895,tr_22,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_22::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30813.0627068631,0.569599650747987,tr_22,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_22::order_phoneme,oof_all,,M_predictor,10080,54096,30771.3497624331,0.56882855964273,tr_22,order_phoneme,ft,order_independent_168_participants
B23,tr_22::order_sentence,oof_all,,M_predictor,10080,54096,30753.1351762792,0.568491851084723,tr_22,order_sentence,ft,order_independent_168_participants
B23,tr_22::order_word,oof_all,,M_predictor,10080,54096,30811.8867433447,0.569577912291938,tr_22,order_word,ft,order_independent_168_participants
B23,tr_22::overall,oof_all,,M_predictor,10080,54096,30859.741589625,0.570462540476652,tr_22,overall,ft,order_independent_168_participants
B23,tr_22::within_token_phoneme,oof_all,,M_predictor,10080,54096,30824.4456749203,0.569810072369867,tr_22,within_token_phoneme,ft,order_independent_168_participants
B23,tr_22::within_token_sentence,oof_all,,M_predictor,10080,54096,30862.2020975188,0.570508024577027,tr_22,within_token_sentence,ft,order_independent_168_participants
B23,tr_22::within_token_word,oof_all,,M_predictor,10080,54096,30772.8459087429,0.568856216887439,tr_22,within_token_word,ft,order_independent_168_participants
B23,tr_22::within_type_phoneme,oof_all,,M_predictor,10080,54096,30820.7935620418,0.569742560670692,tr_22,within_type_phoneme,ft,order_independent_168_participants
B23,tr_22::within_type_word,oof_all,,M_predictor,10080,54096,30797.7927048921,0.569317374757691,tr_22,within_type_word,ft,order_independent_168_participants
B23,tr_24::between_type_phoneme,oof_all,,M_predictor,10080,54096,30788.8147459937,0.569151411305711,tr_24,between_type_phoneme,ft,order_independent_168_participants
B23,tr_24::between_type_sentence,oof_all,,M_predictor,10080,54096,30795.456381469,0.569274186288617,tr_24,between_type_sentence,ft,order_independent_168_participants
B23,tr_24::between_type_word,oof_all,,M_predictor,10080,54096,30831.0785048197,0.569932684575934,tr_24,between_type_word,ft,order_independent_168_participants
B23,tr_24::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30797.8855783201,0.569319091583853,tr_24,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_24::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30864.1799416683,0.570544586321877,tr_24,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_24::order_phoneme,oof_all,,M_predictor,10080,54096,30827.1187366518,0.569859485667181,tr_24,order_phoneme,ft,order_independent_168_participants
B23,tr_24::order_sentence,oof_all,,M_predictor,10080,54096,30829.2379186079,0.569898660133982,tr_24,order_sentence,ft,order_independent_168_participants
B23,tr_24::order_word,oof_all,,M_predictor,10080,54096,30850.9605947312,0.570300218033333,tr_24,order_word,ft,order_independent_168_participants
B23,tr_24::overall,oof_all,,M_predictor,10080,54096,30817.1931857783,0.569676005356741,tr_24,overall,ft,order_independent_168_participants
B23,tr_24::within_token_phoneme,oof_all,,M_predictor,10080,54096,30777.349082031,0.568939460995841,tr_24,within_token_phoneme,ft,order_independent_168_participants
B23,tr_24::within_token_sentence,oof_all,,M_predictor,10080,54096,30796.4161517299,0.569291928270665,tr_24,within_token_sentence,ft,order_independent_168_participants
B23,tr_24::within_token_word,oof_all,,M_predictor,10080,54096,30783.2616199931,0.56904875813356,tr_24,within_token_word,ft,order_independent_168_participants
B23,tr_24::within_type_phoneme,oof_all,,M_predictor,10080,54096,30818.9171348944,0.569707873685566,tr_24,within_type_phoneme,ft,order_independent_168_participants
B23,tr_24::within_type_word,oof_all,,M_predictor,10080,54096,30842.3656020009,0.570141333961862,tr_24,within_type_word,ft,order_independent_168_participants
B23,tr_2::between_type_phoneme,oof_all,,M_predictor,10080,54096,30797.0587402804,0.569303806941001,tr_2,between_type_phoneme,ft,order_independent_168_participants
B23,tr_2::between_type_sentence,oof_all,,M_predictor,10080,54096,30755.5667788169,0.568536800850653,tr_2,between_type_sentence,ft,order_independent_168_participants
B23,tr_2::between_type_word,oof_all,,M_predictor,10080,54096,30800.8577821618,0.569374034719051,tr_2,between_type_word,ft,order_independent_168_participants
B23,tr_2::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30784.7877332389,0.569076969336714,tr_2,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_2::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30787.2069839096,0.569121690770289,tr_2,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_2::order_phoneme,oof_all,,M_predictor,10080,54096,30802.7537656989,0.569409083216854,tr_2,order_phoneme,ft,order_independent_168_participants
B23,tr_2::order_sentence,oof_all,,M_predictor,10080,54096,30799.7723895837,0.569353970526171,tr_2,order_sentence,ft,order_independent_168_participants
B23,tr_2::order_word,oof_all,,M_predictor,10080,54096,30795.8675790374,0.569281787545057,tr_2,order_word,ft,order_independent_168_participants
B23,tr_2::overall,oof_all,,M_predictor,10080,54096,30771.4265688944,0.568829979460484,tr_2,overall,ft,order_independent_168_participants
B23,tr_2::within_token_phoneme,oof_all,,M_predictor,10080,54096,30844.70264582,0.57018453574793,tr_2,within_token_phoneme,ft,order_independent_168_participants
B23,tr_2::within_token_sentence,oof_all,,M_predictor,10080,54096,30781.4102860307,0.569014535012397,tr_2,within_token_sentence,ft,order_independent_168_participants
B23,tr_2::within_token_word,oof_all,,M_predictor,10080,54096,30810.2429528412,0.569547525747583,tr_2,within_token_word,ft,order_independent_168_participants
B23,tr_2::within_type_phoneme,oof_all,,M_predictor,10080,54096,30785.9298161163,0.569098081486918,tr_2,within_type_phoneme,ft,order_independent_168_participants
B23,tr_2::within_type_word,oof_all,,M_predictor,10080,54096,30796.7075450474,0.569297314867041,tr_2,within_type_word,ft,order_independent_168_participants
B23,tr_4::between_type_phoneme,oof_all,,M_predictor,10080,54096,30795.4111349925,0.569273349877856,tr_4,between_type_phoneme,ft,order_independent_168_participants
B23,tr_4::between_type_sentence,oof_all,,M_predictor,10080,54096,30726.7125330124,0.568003411213627,tr_4,between_type_sentence,ft,order_independent_168_participants
B23,tr_4::between_type_word,oof_all,,M_predictor,10080,54096,30748.5440628047,0.568406981344364,tr_4,between_type_word,ft,order_independent_168_participants
B23,tr_4::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30759.1021437678,0.568602154387899,tr_4,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_4::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30783.8386323752,0.569059424585463,tr_4,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_4::order_phoneme,oof_all,,M_predictor,10080,54096,30805.6548564347,0.5694627117797,tr_4,order_phoneme,ft,order_independent_168_participants
B23,tr_4::order_sentence,oof_all,,M_predictor,10080,54096,30810.5460194593,0.569553128132565,tr_4,order_sentence,ft,order_independent_168_participants
B23,tr_4::order_word,oof_all,,M_predictor,10080,54096,30793.5504161527,0.569238953271087,tr_4,order_word,ft,order_independent_168_participants
B23,tr_4::overall,oof_all,,M_predictor,10080,54096,30801.0797203215,0.569378137391332,tr_4,overall,ft,order_independent_168_participants
B23,tr_4::within_token_phoneme,oof_all,,M_predictor,10080,54096,30839.3253530605,0.570085132968435,tr_4,within_token_phoneme,ft,order_independent_168_participants
B23,tr_4::within_token_sentence,oof_all,,M_predictor,10080,54096,30805.7959735095,0.56946532042128,tr_4,within_token_sentence,ft,order_independent_168_participants
B23,tr_4::within_token_word,oof_all,,M_predictor,10080,54096,30820.7542866094,0.569741834638595,tr_4,within_token_word,ft,order_independent_168_participants
B23,tr_4::within_type_phoneme,oof_all,,M_predictor,10080,54096,30763.7454024971,0.568687988067456,tr_4,within_type_phoneme,ft,order_independent_168_participants
B23,tr_4::within_type_word,oof_all,,M_predictor,10080,54096,30779.2334782984,0.568974295295371,tr_4,within_type_word,ft,order_independent_168_participants
B23,tr_6::between_type_phoneme,oof_all,,M_predictor,10080,54096,30777.6001220935,0.56894410163586,tr_6,between_type_phoneme,ft,order_independent_168_participants
B23,tr_6::between_type_sentence,oof_all,,M_predictor,10080,54096,30752.7068271728,0.568483932770866,tr_6,between_type_sentence,ft,order_independent_168_participants
B23,tr_6::between_type_word,oof_all,,M_predictor,10080,54096,30760.1805234909,0.568622088943562,tr_6,between_type_word,ft,order_independent_168_participants
B23,tr_6::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30795.1475335322,0.569268477032168,tr_6,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_6::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30788.681143054,0.569148941567843,tr_6,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_6::order_phoneme,oof_all,,M_predictor,10080,54096,30814.8982589006,0.569633582129928,tr_6,order_phoneme,ft,order_independent_168_participants
B23,tr_6::order_sentence,oof_all,,M_predictor,10080,54096,30886.0453949166,0.570948783549923,tr_6,order_sentence,ft,order_independent_168_participants
B23,tr_6::order_word,oof_all,,M_predictor,10080,54096,30794.4872811404,0.569256271834154,tr_6,order_word,ft,order_independent_168_participants
B23,tr_6::overall,oof_all,,M_predictor,10080,54096,30786.3113679915,0.569105134723298,tr_6,overall,ft,order_independent_168_participants
B23,tr_6::within_token_phoneme,oof_all,,M_predictor,10080,54096,30842.4479841966,0.57014285685072,tr_6,within_token_phoneme,ft,order_independent_168_participants
B23,tr_6::within_token_sentence,oof_all,,M_predictor,10080,54096,30799.9867252277,0.569357932660968,tr_6,within_token_sentence,ft,order_independent_168_participants
B23,tr_6::within_token_word,oof_all,,M_predictor,10080,54096,30805.9420958578,0.569468021588616,tr_6,within_token_word,ft,order_independent_168_participants
B23,tr_6::within_type_phoneme,oof_all,,M_predictor,10080,54096,30799.6314178379,0.569351364571094,tr_6,within_type_phoneme,ft,order_independent_168_participants
B23,tr_6::within_type_word,oof_all,,M_predictor,10080,54096,30804.2577398554,0.569436885164438,tr_6,within_type_word,ft,order_independent_168_participants
B23,tr_8::between_type_phoneme,oof_all,,M_predictor,10080,54096,30787.2985177289,0.569123382832907,tr_8,between_type_phoneme,ft,order_independent_168_participants
B23,tr_8::between_type_sentence,oof_all,,M_predictor,10080,54096,30801.3289799755,0.569382745119334,tr_8,between_type_sentence,ft,order_independent_168_participants
B23,tr_8::between_type_word,oof_all,,M_predictor,10080,54096,30825.2863394163,0.56982561260382,tr_8,between_type_word,ft,order_independent_168_participants
B23,tr_8::mean_dissimilarity_phoneme,oof_all,,M_predictor,10080,54096,30801.0455489988,0.569377505712045,tr_8,mean_dissimilarity_phoneme,ft,order_independent_168_participants
B23,tr_8::mean_dissimilarity_word,oof_all,,M_predictor,10080,54096,30782.8056422888,0.569040329086971,tr_8,mean_dissimilarity_word,ft,order_independent_168_participants
B23,tr_8::order_phoneme,oof_all,,M_predictor,10080,54096,30792.3177699926,0.569216166999271,tr_8,order_phoneme,ft,order_independent_168_participants
B23,tr_8::order_sentence,oof_all,,M_predictor,10080,54096,30859.3762119004,0.570455786230044,tr_8,order_sentence,ft,order_independent_168_participants
B23,tr_8::order_word,oof_all,,M_predictor,10080,54096,30839.0397883874,0.57007985411837,tr_8,order_word,ft,order_independent_168_participants
B23,tr_8::overall,oof_all,,M_predictor,10080,54096,30749.2638875147,0.568420287775707,tr_8,overall,ft,order_independent_168_participants
B23,tr_8::within_token_phoneme,oof_all,,M_predictor,10080,54096,30862.4576624828,0.570512748862813,tr_8,within_token_phoneme,ft,order_independent_168_participants
B23,tr_8::within_token_sentence,oof_all,,M_predictor,10080,54096,30740.0687981752,0.568250310525274,tr_8,within_token_sentence,ft,order_independent_168_participants
B23,tr_8::within_token_word,oof_all,,M_predictor,10080,54096,30763.2108812216,0.568678107091496,tr_8,within_token_word,ft,order_independent_168_participants
B23,tr_8::within_type_phoneme,oof_all,,M_predictor,10080,54096,30801.8102944498,0.569391642532716,tr_8,within_type_phoneme,ft,order_independent_168_participants
B23,tr_8::within_type_word,oof_all,,M_predictor,10080,54096,30807.0006498241,0.569487589652176,tr_8,within_type_word,ft,order_independent_168_participants
